suite,representative,feasible_worlds,initial_candidates,root_candidates,removed_by_root,exact_candidates,unsupported_survivors,identifiable_cells,freely_variable_cells,literal_queries,infeasible_queries,fixed_calls,gac_calls,factor_updates,deletions,branches,search_nodes,median_solver_us,root_domains,supported_domains
axis_2,396,9,24,12,12,12,0,6,2,4,0,5,1,64,12,0,0,2.534,1 1 4 4 2 2 7 7,1 1 4 4 2 2 7 7
axis_2,405,1,24,8,16,8,0,8,0,6,0,7,1,84,16,0,0,2.083,1 1 1 1 4 2 1 1,1 1 1 1 4 2 1 1
axis_2,245,1,24,8,16,8,0,8,0,6,0,7,1,83,16,0,0,2.064,4 1 1 1 1 2 1 1,4 1 1 1 1 2 1 1
axis_2,326,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.063,4 1 1 1 2 2 1 1,4 1 1 1 2 2 1 1
axis_2,407,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.393,4 1 1 1 4 2 1 1,4 1 1 1 4 2 1 1
axis_2,165,1,24,8,16,8,0,8,0,6,0,7,1,83,16,0,0,2.113,1 2 1 1 4 1 1 1,1 2 1 1 4 1 1 1
axis_2,5,1,24,8,16,8,0,8,0,6,0,7,1,82,16,0,0,2.074,4 2 1 1 1 1 1 1,4 2 1 1 1 1 1 1
axis_2,86,1,24,8,16,8,0,8,0,5,0,6,1,73,16,0,0,2.043,4 2 1 1 2 1 1 1,4 2 1 1 2 1 1 1
axis_2,167,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.173,4 2 1 1 4 1 1 1,4 2 1 1 4 1 1 1
axis_2,408,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.163,1 2 1 1 4 2 1 1,1 2 1 1 4 2 1 1
axis_2,248,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.203,4 2 1 1 1 2 1 1,4 2 1 1 1 2 1 1
axis_2,329,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,2.123,4 2 1 1 2 2 1 1,4 2 1 1 2 2 1 1
axis_2,410,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.234,4 2 1 1 4 2 1 1,4 2 1 1 4 2 1 1
axis_2,651,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.053,1 2 1 1 4 4 1 1,1 2 1 1 4 4 1 1
axis_2,491,1,24,8,16,8,0,8,0,5,0,6,1,73,16,0,0,2.073,4 2 1 1 1 4 1 1,4 2 1 1 1 4 1 1
axis_2,572,1,24,8,16,8,0,8,0,4,0,5,1,64,16,0,0,2.023,4 2 1 1 2 4 1 1,4 2 1 1 2 4 1 1
axis_2,653,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,2.143,4 2 1 1 4 4 1 1,4 2 1 1 4 4 1 1
axis_2,1134,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.033,1 1 1 1 4 2 2 1,1 1 1 1 4 2 2 1
axis_2,414,3,24,10,14,10,0,7,1,5,0,6,1,74,14,0,0,2.233,1 1 2 1 4 2 7 1,1 1 2 1 4 2 7 1
axis_2,254,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.033,4 1 2 1 1 2 1 1,4 1 2 1 1 2 1 1
axis_2,335,6,24,12,12,12,0,5,0,6,0,7,1,79,14,0,0,2.274,4 1 3 1 3 2 7 1,4 1 3 1 3 2 7 1
axis_2,416,5,24,12,12,12,0,5,0,6,0,7,1,80,14,0,0,2.544,4 1 3 1 5 2 7 1,4 1 3 1 5 2 7 1
axis_2,894,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.043,1 2 1 1 4 1 2 1,1 2 1 1 4 1 2 1
axis_2,174,3,24,10,14,10,0,7,1,5,0,6,1,73,14,0,0,2.233,1 2 2 1 4 1 7 1,1 2 2 1 4 1 7 1
axis_2,14,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.103,4 2 2 1 1 1 1 1,4 2 2 1 1 1 1 1
axis_2,95,6,24,12,12,12,0,5,0,6,0,7,1,78,14,0,0,2.484,4 2 3 1 3 1 7 1,4 2 3 1 3 1 7 1
axis_2,176,5,24,12,12,12,0,5,0,6,0,7,1,79,14,0,0,2.384,4 2 3 1 5 1 7 1,4 2 3 1 5 1 7 1
axis_2,1137,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.133,1 2 1 1 4 2 2 1,1 2 1 1 4 2 2 1
axis_2,417,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.323,1 2 2 1 4 2 7 1,1 2 2 1 4 2 7 1
axis_2,257,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.083,4 2 2 1 1 2 1 1,4 2 2 1 1 2 1 1
axis_2,338,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.363,4 2 3 1 3 2 7 1,4 2 3 1 3 2 7 1
axis_2,419,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.464,4 2 3 1 5 2 7 1,4 2 3 1 5 2 7 1
axis_2,1380,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,2.003,1 2 1 1 4 4 2 1,1 2 1 1 4 4 2 1
axis_2,660,3,24,10,14,10,0,7,1,4,0,5,1,64,14,0,0,2.253,1 2 2 1 4 4 7 1,1 2 2 1 4 4 7 1
axis_2,500,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,1.993,4 2 2 1 1 4 1 1,4 2 2 1 1 4 1 1
axis_2,581,6,24,12,12,12,0,5,0,5,0,6,1,69,14,0,0,2.283,4 2 3 1 3 4 7 1,4 2 3 1 3 4 7 1
axis_2,662,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.373,4 2 3 1 5 4 7 1,4 2 3 1 5 4 7 1
axis_2,1863,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.213,1 1 1 1 4 2 4 1,1 1 1 1 4 2 4 1
axis_2,263,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.043,4 1 4 1 1 2 1 1,4 1 4 1 1 2 1 1
axis_2,344,5,24,12,12,12,0,5,0,6,0,7,1,79,14,0,0,2.294,4 1 5 1 3 2 7 1,4 1 5 1 3 2 7 1
axis_2,423,9,24,13,11,13,0,4,0,7,0,8,1,87,13,0,0,2.383,5 1 5 1 5 2 7 1,5 1 5 1 5 2 7 1
axis_2,1623,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.063,1 2 1 1 4 1 4 1,1 2 1 1 4 1 4 1
axis_2,23,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.023,4 2 4 1 1 1 1 1,4 2 4 1 1 1 1 1
axis_2,104,5,24,12,12,12,0,5,0,6,0,7,1,78,14,0,0,2.273,4 2 5 1 3 1 7 1,4 2 5 1 3 1 7 1
axis_2,183,9,24,13,11,13,0,4,0,7,0,8,1,86,13,0,0,2.363,5 2 5 1 5 1 7 1,5 2 5 1 5 1 7 1
axis_2,1866,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.283,1 2 1 1 4 2 4 1,1 2 1 1 4 2 4 1
axis_2,266,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.133,4 2 4 1 1 2 1 1,4 2 4 1 1 2 1 1
axis_2,347,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.354,4 2 5 1 3 2 7 1,4 2 5 1 3 2 7 1
axis_2,426,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.434,5 2 5 1 5 2 7 1,5 2 5 1 5 2 7 1
axis_2,2109,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,2.013,1 2 1 1 4 4 4 1,1 2 1 1 4 4 4 1
axis_2,509,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,2.023,4 2 4 1 1 4 1 1,4 2 4 1 1 4 1 1
axis_2,590,5,24,12,12,12,0,5,0,5,0,6,1,69,14,0,0,2.263,4 2 5 1 3 4 7 1,4 2 5 1 3 4 7 1
axis_2,669,9,24,13,11,13,0,4,0,6,0,7,1,77,13,0,0,2.344,5 2 5 1 5 4 7 1,5 2 5 1 5 4 7 1
axis_2,2592,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.023,1 1 1 1 4 2 1 2,1 1 1 1 4 2 1 2
axis_2,2432,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,1.993,4 1 1 1 1 2 1 2,4 1 1 1 1 2 1 2
axis_2,2513,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,1.993,4 1 1 1 2 2 1 2,4 1 1 1 2 2 1 2
axis_2,2594,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.103,4 1 1 1 4 2 1 2,4 1 1 1 4 2 1 2
axis_2,192,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,3.515,1 2 1 2 4 1 1 1,1 2 1 2 4 1 1 1
axis_2,32,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.033,4 2 1 2 1 1 1 1,4 2 1 2 1 1 1 1
axis_2,113,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,1.993,4 2 1 2 2 1 1 1,4 2 1 2 2 1 1 1
axis_2,194,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.094,4 2 1 2 4 1 1 1,4 2 1 2 4 1 1 1
axis_2,432,9,24,13,11,13,0,4,0,7,0,8,1,87,13,0,0,2.484,1 3 1 3 4 3 1 7,1 3 1 3 4 3 1 7
axis_2,272,9,24,13,11,13,0,4,0,7,0,8,1,86,13,0,0,2.373,4 3 1 3 1 3 1 7,4 3 1 3 1 3 1 7
axis_2,353,9,24,13,11,13,0,4,0,6,0,7,1,77,13,0,0,2.324,4 3 1 3 2 3 1 7,4 3 1 3 2 3 1 7
axis_2,434,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.423,4 3 1 3 4 3 1 7,4 3 1 3 4 3 1 7
axis_2,678,5,24,12,12,12,0,5,0,6,0,7,1,79,14,0,0,2.293,1 2 1 3 4 5 1 7,1 2 1 3 4 5 1 7
axis_2,518,5,24,12,12,12,0,5,0,6,0,7,1,78,14,0,0,2.294,4 2 1 3 1 5 1 7,4 2 1 3 1 5 1 7
axis_2,599,5,24,12,12,12,0,5,0,5,0,6,1,69,14,0,0,2.283,4 2 1 3 2 5 1 7,4 2 1 3 2 5 1 7
axis_2,680,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.354,4 2 1 3 4 5 1 7,4 2 1 3 4 5 1 7
axis_2,3321,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.983,1 1 1 1 4 2 2 2,1 1 1 1 4 2 2 2
axis_2,2601,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,3.465,1 1 2 1 4 2 7 2,1 1 2 1 4 2 7 2
axis_2,2441,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.133,4 1 2 1 1 2 1 2,4 1 2 1 1 2 1 2
axis_2,2522,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.233,4 1 3 1 3 2 7 2,4 1 3 1 3 2 7 2
axis_2,2603,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.344,4 1 3 1 5 2 7 2,4 1 3 1 5 2 7 2
axis_2,921,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.982,1 2 1 2 4 1 2 1,1 2 1 2 4 1 2 1
axis_2,201,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.394,1 2 2 2 4 1 7 1,1 2 2 2 4 1 7 1
axis_2,41,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.973,4 2 2 2 1 1 1 1,4 2 2 2 1 1 1 1
axis_2,122,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.223,4 2 3 2 3 1 7 1,4 2 3 2 3 1 7 1
axis_2,203,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.343,4 2 3 2 5 1 7 1,4 2 3 2 5 1 7 1
axis_2,1161,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.453,1 3 1 3 4 3 2 7,1 3 1 3 4 3 2 7
axis_2,441,27,24,15,9,15,0,3,1,6,0,7,1,77,11,0,0,2.534,1 3 2 3 4 3 7 7,1 3 2 3 4 3 7 7
axis_2,281,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.323,4 3 2 3 1 3 1 7,4 3 2 3 1 3 1 7
axis_2,362,54,24,17,7,17,0,1,0,7,0,8,1,82,11,0,0,2.563,4 3 3 3 3 3 7 7,4 3 3 3 3 3 7 7
axis_2,443,45,24,17,7,17,0,1,0,7,0,8,1,83,11,0,0,2.754,4 3 3 3 5 3 7 7,4 3 3 3 5 3 7 7
axis_2,1407,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,3.275,1 2 1 3 4 5 2 7,1 2 1 3 4 5 2 7
axis_2,687,15,24,14,10,14,0,4,1,5,0,6,1,69,12,0,0,2.434,1 2 2 3 4 5 7 7,1 2 2 3 4 5 7 7
axis_2,527,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.213,4 2 2 3 1 5 1 7,4 2 2 3 1 5 1 7
axis_2,608,30,24,16,8,16,0,2,0,6,0,7,1,74,12,0,0,2.524,4 2 3 3 3 5 7 7,4 2 3 3 3 5 7 7
axis_2,689,25,24,16,8,16,0,2,0,6,0,7,1,75,12,0,0,2.584,4 2 3 3 5 5 7 7,4 2 3 3 5 5 7 7
axis_2,4050,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.953,1 1 1 1 4 2 4 2,1 1 1 1 4 2 4 2
axis_2,2450,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.963,4 1 4 1 1 2 1 2,4 1 4 1 1 2 1 2
axis_2,2531,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.413,4 1 5 1 3 2 7 2,4 1 5 1 3 2 7 2
axis_2,2610,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.353,5 1 5 1 5 2 7 2,5 1 5 1 5 2 7 2
axis_2,1650,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.983,1 2 1 2 4 1 4 1,1 2 1 2 4 1 4 1
axis_2,50,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.973,4 2 4 2 1 1 1 1,4 2 4 2 1 1 1 1
axis_2,131,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.284,4 2 5 2 3 1 7 1,4 2 5 2 3 1 7 1
axis_2,210,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.353,5 2 5 2 5 1 7 1,5 2 5 2 5 1 7 1
axis_2,1890,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.304,1 3 1 3 4 3 4 7,1 3 1 3 4 3 4 7
axis_2,290,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.293,4 3 4 3 1 3 1 7,4 3 4 3 1 3 1 7
axis_2,371,45,24,17,7,17,0,1,0,7,0,8,1,82,11,0,0,2.624,4 3 5 3 3 3 7 7,4 3 5 3 3 3 7 7
axis_2,450,81,24,18,6,18,0,0,0,8,0,9,1,90,10,0,0,2.664,5 3 5 3 5 3 7 7,5 3 5 3 5 3 7 7
axis_2,2136,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.213,1 2 1 3 4 5 4 7,1 2 1 3 4 5 4 7
axis_2,536,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.203,4 2 4 3 1 5 1 7,4 2 4 3 1 5 1 7
axis_2,617,25,24,16,8,16,0,2,0,6,0,7,1,74,12,0,0,2.474,4 2 5 3 3 5 7 7,4 2 5 3 3 5 7 7
axis_2,696,45,24,17,7,17,0,1,0,7,0,8,1,82,11,0,0,2.573,5 2 5 3 5 5 7 7,5 2 5 3 5 5 7 7
axis_2,4779,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.023,1 1 1 1 4 2 1 4,1 1 1 1 4 2 1 4
axis_2,4619,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.033,4 1 1 1 1 2 1 4,4 1 1 1 1 2 1 4
axis_2,4700,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,1.993,4 1 1 1 2 2 1 4,4 1 1 1 2 2 1 4
axis_2,4781,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.103,4 1 1 1 4 2 1 4,4 1 1 1 4 2 1 4
axis_2,219,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.013,1 2 1 4 4 1 1 1,1 2 1 4 4 1 1 1
axis_2,59,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.074,4 2 1 4 1 1 1 1,4 2 1 4 1 1 1 1
axis_2,140,1,24,8,16,8,0,8,0,4,0,5,1,65,16,0,0,1.993,4 2 1 4 2 1 1 1,4 2 1 4 2 1 1 1
axis_2,221,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.103,4 2 1 4 4 1 1 1,4 2 1 4 4 1 1 1
axis_2,462,5,24,12,12,12,0,5,0,6,0,7,1,80,14,0,0,2.414,1 2 1 5 4 3 1 7,1 2 1 5 4 3 1 7
axis_2,302,5,24,12,12,12,0,5,0,6,0,7,1,79,14,0,0,2.394,4 2 1 5 1 3 1 7,4 2 1 5 1 3 1 7
axis_2,383,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.373,4 2 1 5 2 3 1 7,4 2 1 5 2 3 1 7
axis_2,464,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.474,4 2 1 5 4 3 1 7,4 2 1 5 4 3 1 7
axis_2,705,6,24,12,12,12,0,5,0,6,0,7,1,79,14,0,0,2.274,1 2 1 5 4 5 1 7,1 2 1 5 4 5 1 7
axis_2,545,6,24,12,12,12,0,5,0,6,0,7,1,78,14,0,0,2.274,4 2 1 5 1 5 1 7,4 2 1 5 1 5 1 7
axis_2,626,6,24,12,12,12,0,5,0,5,0,6,1,69,14,0,0,2.233,4 2 1 5 2 5 1 7,4 2 1 5 2 5 1 7
axis_2,707,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.324,4 2 1 5 4 5 1 7,4 2 1 5 4 5 1 7
axis_2,459,3,24,10,14,10,0,7,1,5,0,6,1,74,14,0,0,3.395,1 1 1 4 4 2 1 7,1 1 1 4 4 2 1 7
axis_2,299,3,24,10,14,10,0,7,1,5,0,6,1,73,14,0,0,3.535,4 1 1 4 1 2 1 7,4 1 1 4 1 2 1 7
axis_2,380,3,24,10,14,10,0,7,1,4,0,5,1,64,14,0,0,2.254,4 1 1 4 2 2 1 7,4 1 1 4 2 2 1 7
axis_2,461,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.303,4 1 1 4 4 2 1 7,4 1 1 4 4 2 1 7
axis_2,5508,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.023,1 1 1 1 4 2 2 4,1 1 1 1 4 2 2 4
axis_2,4788,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.184,1 1 2 1 4 2 7 4,1 1 2 1 4 2 7 4
axis_2,4628,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.993,4 1 2 1 1 2 1 4,4 1 2 1 1 2 1 4
axis_2,4709,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.203,4 1 3 1 3 2 7 4,4 1 3 1 3 2 7 4
axis_2,4790,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.454,4 1 3 1 5 2 7 4,4 1 3 1 5 2 7 4
axis_2,948,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.952,1 2 1 4 4 1 2 1,1 2 1 4 4 1 2 1
axis_2,228,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.173,1 2 2 4 4 1 7 1,1 2 2 4 4 1 7 1
axis_2,68,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.962,4 2 2 4 1 1 1 1,4 2 2 4 1 1 1 1
axis_2,149,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.294,4 2 3 4 3 1 7 1,4 2 3 4 3 1 7 1
axis_2,230,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.343,4 2 3 4 5 1 7 1,4 2 3 4 5 1 7 1
axis_2,1191,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.343,1 2 1 5 4 3 2 7,1 2 1 5 4 3 2 7
axis_2,471,15,24,14,10,14,0,4,1,5,0,6,1,70,12,0,0,2.553,1 2 2 5 4 3 7 7,1 2 2 5 4 3 7 7
axis_2,311,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.393,4 2 2 5 1 3 1 7,4 2 2 5 1 3 1 7
axis_2,392,30,24,16,8,16,0,2,0,6,0,7,1,75,12,0,0,2.624,4 2 3 5 3 3 7 7,4 2 3 5 3 3 7 7
axis_2,473,25,24,16,8,16,0,2,0,6,0,7,1,76,12,0,0,2.714,4 2 3 5 5 3 7 7,4 2 3 5 5 3 7 7
axis_2,1434,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.223,1 2 1 5 4 5 2 7,1 2 1 5 4 5 2 7
axis_2,714,18,24,14,10,14,0,4,1,5,0,6,1,69,12,0,0,2.434,1 2 2 5 4 5 7 7,1 2 2 5 4 5 7 7
axis_2,554,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.214,4 2 2 5 1 5 1 7,4 2 2 5 1 5 1 7
axis_2,635,36,24,16,8,16,0,2,0,6,0,7,1,74,12,0,0,2.473,4 2 3 5 3 5 7 7,4 2 3 5 3 5 7 7
axis_2,716,30,24,16,8,16,0,2,0,6,0,7,1,75,12,0,0,2.594,4 2 3 5 5 5 7 7,4 2 3 5 5 5 7 7
axis_2,1188,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.184,1 1 1 4 4 2 2 7,1 1 1 4 4 2 2 7
axis_2,468,9,24,12,12,12,0,6,2,4,0,5,1,64,12,0,0,2.394,1 1 2 4 4 2 7 7,1 1 2 4 4 2 7 7
axis_2,308,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.163,4 1 2 4 1 2 1 7,4 1 2 4 1 2 1 7
axis_2,389,18,24,14,10,14,0,4,1,5,0,6,1,69,12,0,0,2.444,4 1 3 4 3 2 7 7,4 1 3 4 3 2 7 7
axis_2,470,15,24,14,10,14,0,4,1,5,0,6,1,70,12,0,0,2.544,4 1 3 4 5 2 7 7,4 1 3 4 5 2 7 7
axis_2,6237,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.022,1 1 1 1 4 2 4 4,1 1 1 1 4 2 4 4
axis_2,4637,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.983,4 1 4 1 1 2 1 4,4 1 4 1 1 2 1 4
axis_2,4718,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.233,4 1 5 1 3 2 7 4,4 1 5 1 3 2 7 4
axis_2,4797,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.333,5 1 5 1 5 2 7 4,5 1 5 1 5 2 7 4
axis_2,1677,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,1.963,1 2 1 4 4 1 4 1,1 2 1 4 4 1 4 1
axis_2,77,1,24,8,16,8,0,8,0,4,0,5,1,66,16,0,0,2.003,4 2 4 4 1 1 1 1,4 2 4 4 1 1 1 1
axis_2,158,5,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.243,4 2 5 4 3 1 7 1,4 2 5 4 3 1 7 1
axis_2,237,9,24,13,11,13,0,4,0,6,0,7,1,78,13,0,0,2.313,5 2 5 4 5 1 7 1,5 2 5 4 5 1 7 1
axis_2,1920,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.343,1 2 1 5 4 3 4 7,1 2 1 5 4 3 4 7
axis_2,320,5,24,12,12,12,0,5,0,5,0,6,1,71,14,0,0,2.484,4 2 4 5 1 3 1 7,4 2 4 5 1 3 1 7
axis_2,401,25,24,16,8,16,0,2,0,6,0,7,1,75,12,0,0,2.633,4 2 5 5 3 3 7 7,4 2 5 5 3 3 7 7
axis_2,480,45,24,17,7,17,0,1,0,7,0,8,1,83,11,0,0,2.694,5 2 5 5 5 3 7 7,5 2 5 5 5 3 7 7
axis_2,2163,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.214,1 2 1 5 4 5 4 7,1 2 1 5 4 5 4 7
axis_2,563,6,24,12,12,12,0,5,0,5,0,6,1,70,14,0,0,2.214,4 2 4 5 1 5 1 7,4 2 4 5 1 5 1 7
axis_2,644,30,24,16,8,16,0,2,0,6,0,7,1,74,12,0,0,2.463,4 2 5 5 3 5 7 7,4 2 5 5 3 5 7 7
axis_2,723,54,24,17,7,17,0,1,0,7,0,8,1,82,11,0,0,2.593,5 2 5 5 5 5 7 7,5 2 5 5 5 5 7 7
axis_2,1917,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.213,1 1 1 4 4 2 4 7,1 1 1 4 4 2 4 7
axis_2,317,3,24,10,14,10,0,7,1,4,0,5,1,65,14,0,0,2.164,4 1 4 4 1 2 1 7,4 1 4 4 1 2 1 7
axis_2,398,15,24,14,10,14,0,4,1,5,0,6,1,69,12,0,0,2.434,4 1 5 4 3 2 7 7,4 1 5 4 3 2 7 7
axis_2,477,27,24,15,9,15,0,3,1,6,0,7,1,77,11,0,0,2.574,5 1 5 4 5 2 7 7,5 1 5 4 5 2 7 7
axis_2,486,1,24,8,16,8,0,8,0,7,0,8,1,91,16,0,0,2.294,1 1 1 1 1 4 1 1,1 1 1 1 1 4 1 1
axis_2,6,1,24,8,16,8,0,8,0,7,0,8,1,90,16,0,0,2.163,1 4 1 1 1 1 1 1,1 4 1 1 1 1 1 1
axis_2,249,1,24,8,16,8,0,8,0,6,0,7,1,81,16,0,0,2.664,1 4 1 1 1 2 1 1,1 4 1 1 1 2 1 1
axis_2,492,1,24,8,16,8,0,8,0,6,0,7,1,82,16,0,0,2.203,1 4 1 1 1 4 1 1,1 4 1 1 1 4 1 1
axis_2,1215,1,24,8,16,8,0,8,0,6,0,7,1,84,16,0,0,2.143,1 1 1 1 1 4 2 1,1 1 1 1 1 4 2 1
axis_2,495,1,24,8,16,8,0,8,0,6,0,7,1,83,16,0,0,2.073,1 1 2 1 1 4 1 1,1 1 2 1 1 4 1 1
axis_2,1224,1,24,8,16,8,0,8,0,5,0,6,1,75,16,0,0,2.133,1 1 2 1 1 4 2 1,1 1 2 1 1 4 2 1
axis_2,1953,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.083,1 1 2 1 1 4 4 1,1 1 2 1 1 4 4 1
axis_2,735,1,24,8,16,8,0,8,0,6,0,7,1,83,16,0,0,2.203,1 4 1 1 1 1 2 1,1 4 1 1 1 1 2 1
axis_2,15,1,24,8,16,8,0,8,0,6,0,7,1,82,16,0,0,2.083,1 4 2 1 1 1 1 1,1 4 2 1 1 1 1 1
axis_2,744,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.153,1 4 2 1 1 1 2 1,1 4 2 1 1 1 2 1
axis_2,1473,1,24,8,16,8,0,8,0,5,0,6,1,73,16,0,0,2.033,1 4 2 1 1 1 4 1,1 4 2 1 1 1 4 1
axis_2,978,1,24,8,16,8,0,8,0,5,0,6,1,74,16,0,0,2.053,1 4 1 1 1 2 2 1,1 4 1 1 1 2 2 1
axis_2,258,1,24,8,16,8,0,8,0,5,0,6,1,73,16,0,0,2.053,1 4 2 1 1 2 1 1,1 4 2 1 1 2 1 1
