suite,representative,feasible_worlds,initial_candidates,root_candidates,removed_by_root,exact_candidates,unsupported_survivors,identifiable_cells,freely_variable_cells,literal_queries,infeasible_queries,fixed_calls,gac_calls,factor_updates,deletions,branches,search_nodes,median_solver_us,root_domains,supported_domains
axis_6,6291,1,24,8,16,8,0,8,0,3,0,4,1,142,16,0,0,3.986,1 1 1 4 4 2 4 4,1 1 1 4 4 2 4 4
axis_6,317,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.776,4 1 4 4 1 2 1 1,4 1 4 4 1 2 1 1
axis_6,2504,1,24,8,16,8,0,8,0,3,0,4,1,139,16,0,0,3.685,4 1 4 4 1 2 1 2,4 1 4 4 1 2 1 2
axis_6,4691,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,3.776,4 1 4 4 1 2 1 4,4 1 4 4 1 2 1 4
axis_6,398,1,24,8,16,8,0,8,0,3,0,4,1,139,16,0,0,3.645,4 1 4 4 2 2 1 1,4 1 4 4 2 2 1 1
axis_6,3314,1,24,8,16,8,0,8,0,1,0,2,1,88,16,0,0,3.726,4 1 4 4 2 2 2 2,4 1 4 4 2 2 2 2
axis_6,1127,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.626,4 1 4 4 2 2 2 1,4 1 4 4 2 2 2 1
axis_6,2585,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.545,4 1 4 4 2 2 1 2,4 1 4 4 2 2 1 2
axis_6,4025,2,24,9,15,9,0,7,0,2,0,3,1,111,15,0,0,4.016,4 1 5 4 2 2 4 2,4 1 5 4 2 2 4 2
axis_6,3233,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.625,4 1 4 4 1 2 2 2,4 1 4 4 1 2 2 2
axis_6,1046,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,3.605,4 1 4 4 1 2 2 1,4 1 4 4 1 2 2 1
axis_6,5501,1,24,8,16,8,0,8,0,1,0,2,1,88,16,0,0,3.725,4 1 4 4 2 2 2 4,4 1 4 4 2 2 2 4
axis_6,4772,1,24,8,16,8,0,8,0,2,0,3,1,115,16,0,0,3.645,4 1 4 4 2 2 1 4,4 1 4 4 2 2 1 4
axis_6,1838,2,24,9,15,9,0,7,0,3,0,4,1,138,15,0,0,3.865,4 1 5 4 2 2 4 1,4 1 5 4 2 2 4 1
axis_6,6212,2,24,9,15,9,0,7,0,2,0,3,1,114,15,0,0,4.247,4 1 5 4 2 2 4 4,4 1 5 4 2 2 4 4
axis_6,5420,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.626,4 1 4 4 1 2 2 4,4 1 4 4 1 2 2 4
axis_6,477,1,24,8,16,8,0,8,0,4,0,5,1,167,16,0,0,3.756,1 1 4 4 4 2 1 1,1 1 4 4 4 2 1 1
axis_6,3393,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.736,1 1 4 4 4 2 2 2,1 1 4 4 4 2 2 2
axis_6,1206,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,3.656,1 1 4 4 4 2 2 1,1 1 4 4 4 2 2 1
axis_6,2664,1,24,8,16,8,0,8,0,3,0,4,1,142,16,0,0,3.686,1 1 4 4 4 2 1 2,1 1 4 4 4 2 1 2
axis_6,4122,1,24,8,16,8,0,8,0,2,0,3,1,116,16,0,0,3.936,1 1 4 4 4 2 4 2,1 1 4 4 4 2 4 2
axis_6,5580,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.856,1 1 4 4 4 2 2 4,1 1 4 4 4 2 2 4
axis_6,1935,1,24,8,16,8,0,8,0,3,0,4,1,142,16,0,0,3.775,1 1 4 4 4 2 4 1,1 1 4 4 4 2 4 1
axis_6,4851,2,24,9,15,9,0,7,0,3,0,4,1,140,15,0,0,4.257,1 1 4 4 4 2 5 4,1 1 4 4 4 2 5 4
axis_6,479,1,24,8,16,8,0,8,0,3,0,4,1,142,16,0,0,3.775,4 1 4 4 4 2 1 1,4 1 4 4 4 2 1 1
axis_6,3395,1,24,8,16,8,0,8,0,1,0,2,1,88,16,0,0,6.52,4 1 4 4 4 2 2 2,4 1 4 4 4 2 2 2
axis_6,1208,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.655,4 1 4 4 4 2 2 1,4 1 4 4 4 2 2 1
axis_6,3944,2,24,9,15,9,0,7,0,3,0,4,1,140,15,0,0,3.916,4 1 5 4 1 2 4 2,4 1 5 4 1 2 4 2
axis_6,2666,1,24,8,16,8,0,8,0,2,0,3,1,117,16,0,0,3.736,4 1 4 4 4 2 1 2,4 1 4 4 4 2 1 2
axis_6,4106,2,24,9,15,9,0,7,0,2,0,3,1,117,15,0,0,4.537,4 1 5 4 4 2 4 2,4 1 5 4 4 2 4 2
axis_6,5582,1,24,8,16,8,0,8,0,1,0,2,1,88,16,0,0,3.776,4 1 4 4 4 2 2 4,4 1 4 4 4 2 2 4
axis_6,1757,2,24,9,15,9,0,7,0,4,0,5,1,168,15,0,0,4.006,4 1 5 4 1 2 4 1,4 1 5 4 1 2 4 1
axis_6,1919,2,24,9,15,9,0,7,0,3,0,4,1,144,15,0,0,4.486,4 1 5 4 4 2 4 1,4 1 5 4 4 2 4 1
axis_6,6131,2,24,9,15,9,0,7,0,3,0,4,1,143,15,0,0,4.306,4 1 5 4 1 2 4 4,4 1 5 4 1 2 4 4
axis_6,4853,3,24,10,14,10,0,6,0,3,0,4,1,142,14,0,0,4.927,4 1 5 4 4 2 5 4,4 1 5 4 4 2 5 4
axis_6,486,1,24,8,16,8,0,8,0,7,0,8,1,235,16,0,0,4.156,1 1 1 1 1 4 1 1,1 1 1 1 1 4 1 1
axis_6,6,1,24,8,16,8,0,8,0,7,0,8,1,234,16,0,0,4.166,1 4 1 1 1 1 1 1,1 4 1 1 1 1 1 1
axis_6,249,1,24,8,16,8,0,8,0,6,0,7,1,209,16,0,0,6.76,1 4 1 1 1 2 1 1,1 4 1 1 1 2 1 1
axis_6,492,1,24,8,16,8,0,8,0,6,0,7,1,210,16,0,0,4.156,1 4 1 1 1 4 1 1,1 4 1 1 1 4 1 1
axis_6,1215,1,24,8,16,8,0,8,0,6,0,7,1,214,16,0,0,4.036,1 1 1 1 1 4 2 1,1 1 1 1 1 4 2 1
axis_6,495,1,24,8,16,8,0,8,0,6,0,7,1,212,16,0,0,4.046,1 1 2 1 1 4 1 1,1 1 2 1 1 4 1 1
axis_6,1224,1,24,8,16,8,0,8,0,5,0,6,1,189,16,0,0,4.046,1 1 2 1 1 4 2 1,1 1 2 1 1 4 2 1
axis_6,1953,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.966,1 1 2 1 1 4 4 1,1 1 2 1 1 4 4 1
axis_6,735,1,24,8,16,8,0,8,0,6,0,7,1,212,16,0,0,4.036,1 4 1 1 1 1 2 1,1 4 1 1 1 1 2 1
axis_6,15,1,24,8,16,8,0,8,0,6,0,7,1,211,16,0,0,4.056,1 4 2 1 1 1 1 1,1 4 2 1 1 1 1 1
axis_6,744,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,4.036,1 4 2 1 1 1 2 1,1 4 2 1 1 1 2 1
axis_6,1473,1,24,8,16,8,0,8,0,5,0,6,1,186,16,0,0,3.946,1 4 2 1 1 1 4 1,1 4 2 1 1 1 4 1
axis_6,978,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.946,1 4 1 1 1 2 2 1,1 4 1 1 1 2 2 1
axis_6,258,1,24,8,16,8,0,8,0,5,0,6,1,186,16,0,0,3.986,1 4 2 1 1 2 1 1,1 4 2 1 1 2 1 1
axis_6,987,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.896,1 4 2 1 1 2 2 1,1 4 2 1 1 2 2 1
axis_6,1716,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,3.796,1 4 2 1 1 2 4 1,1 4 2 1 1 2 4 1
axis_6,1221,1,24,8,16,8,0,8,0,5,0,6,1,189,16,0,0,4.066,1 4 1 1 1 4 2 1,1 4 1 1 1 4 2 1
axis_6,501,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,4.076,1 4 2 1 1 4 1 1,1 4 2 1 1 4 1 1
axis_6,1230,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,4.006,1 4 2 1 1 4 2 1,1 4 2 1 1 4 2 1
axis_6,1959,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.906,1 4 2 1 1 4 4 1,1 4 2 1 1 4 4 1
axis_6,1944,1,24,8,16,8,0,8,0,6,0,7,1,214,16,0,0,4.086,1 1 1 1 1 4 4 1,1 1 1 1 1 4 4 1
axis_6,504,1,24,8,16,8,0,8,0,6,0,7,1,212,16,0,0,4.016,1 1 4 1 1 4 1 1,1 1 4 1 1 4 1 1
axis_6,1233,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.926,1 1 4 1 1 4 2 1,1 1 4 1 1 4 2 1
axis_6,1962,1,24,8,16,8,0,8,0,5,0,6,1,189,16,0,0,4.036,1 1 4 1 1 4 4 1,1 1 4 1 1 4 4 1
axis_6,1464,1,24,8,16,8,0,8,0,6,0,7,1,212,16,0,0,4.036,1 4 1 1 1 1 4 1,1 4 1 1 1 1 4 1
axis_6,24,1,24,8,16,8,0,8,0,6,0,7,1,211,16,0,0,4.066,1 4 4 1 1 1 1 1,1 4 4 1 1 1 1 1
axis_6,753,1,24,8,16,8,0,8,0,5,0,6,1,186,16,0,0,3.936,1 4 4 1 1 1 2 1,1 4 4 1 1 1 2 1
axis_6,1482,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,4.016,1 4 4 1 1 1 4 1,1 4 4 1 1 1 4 1
axis_6,1707,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.926,1 4 1 1 1 2 4 1,1 4 1 1 1 2 4 1
axis_6,267,1,24,8,16,8,0,8,0,5,0,6,1,186,16,0,0,3.955,1 4 4 1 1 2 1 1,1 4 4 1 1 2 1 1
axis_6,996,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,3.766,1 4 4 1 1 2 2 1,1 4 4 1 1 2 2 1
axis_6,1725,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.876,1 4 4 1 1 2 4 1,1 4 4 1 1 2 4 1
axis_6,1950,1,24,8,16,8,0,8,0,5,0,6,1,189,16,0,0,4.046,1 4 1 1 1 4 4 1,1 4 1 1 1 4 4 1
axis_6,510,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,4.046,1 4 4 1 1 4 1 1,1 4 4 1 1 4 1 1
axis_6,1239,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,4.237,1 4 4 1 1 4 2 1,1 4 4 1 1 4 2 1
axis_6,1968,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.976,1 4 4 1 1 4 4 1,1 4 4 1 1 4 4 1
axis_6,2673,1,24,8,16,8,0,8,0,6,0,7,1,211,16,0,0,4.036,1 1 1 1 1 4 1 2,1 1 1 1 1 4 1 2
axis_6,513,1,24,8,16,8,0,8,0,6,0,7,1,211,16,0,0,4.046,1 1 1 2 1 4 1 1,1 1 1 2 1 4 1 1
axis_6,2700,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,4.096,1 1 1 2 1 4 1 2,1 1 1 2 1 4 1 2
axis_6,4887,1,24,8,16,8,0,8,0,5,0,6,1,186,16,0,0,3.996,1 1 1 2 1 4 1 4,1 1 1 2 1 4 1 4
axis_6,33,1,24,8,16,8,0,8,0,6,0,7,1,210,16,0,0,4.046,1 4 1 2 1 1 1 1,1 4 1 2 1 1 1 1
axis_6,2193,1,24,8,16,8,0,8,0,6,0,7,1,213,16,0,0,4.036,1 4 1 1 1 1 1 2,1 4 1 1 1 1 1 2
axis_6,2220,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,4.086,1 4 1 2 1 1 1 2,1 4 1 2 1 1 1 2
axis_6,276,1,24,8,16,8,0,8,0,5,0,6,1,185,16,0,0,3.905,1 4 1 2 1 2 1 1,1 4 1 2 1 2 1 1
axis_6,2436,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,4.006,1 4 1 1 1 2 1 2,1 4 1 1 1 2 1 2
axis_6,2463,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,4.136,1 4 1 2 1 2 1 2,1 4 1 2 1 2 1 2
axis_6,4650,1,24,8,16,8,0,8,0,4,0,5,1,159,16,0,0,3.756,1 4 1 2 1 2 1 4,1 4 1 2 1 2 1 4
axis_6,4407,1,24,8,16,8,0,8,0,5,0,6,1,186,16,0,0,3.895,1 4 1 2 1 1 1 4,1 4 1 2 1 1 1 4
axis_6,519,1,24,8,16,8,0,8,0,5,0,6,1,186,16,0,0,4.006,1 4 1 2 1 4 1 1,1 4 1 2 1 4 1 1
axis_6,2679,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,4.006,1 4 1 1 1 4 1 2,1 4 1 1 1 4 1 2
axis_6,2706,1,24,8,16,8,0,8,0,4,0,5,1,161,16,0,0,3.985,1 4 1 2 1 4 1 2,1 4 1 2 1 4 1 2
axis_6,4893,1,24,8,16,8,0,8,0,4,0,5,1,161,16,0,0,3.966,1 4 1 2 1 4 1 4,1 4 1 2 1 4 1 4
axis_6,3402,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.856,1 1 1 1 1 4 2 2,1 1 1 1 1 4 2 2
axis_6,2682,1,24,8,16,8,0,8,0,5,0,6,1,190,16,0,0,3.896,1 1 2 1 1 4 1 2,1 1 2 1 1 4 1 2
axis_6,3411,1,24,8,16,8,0,8,0,4,0,5,1,165,16,0,0,3.875,1 1 2 1 1 4 2 2,1 1 2 1 1 4 2 2
axis_6,4140,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.726,1 1 2 1 1 4 4 2,1 1 2 1 1 4 4 2
axis_6,3429,1,24,8,16,8,0,8,0,4,0,5,1,166,16,0,0,4.166,1 1 1 2 1 4 2 2,1 1 1 2 1 4 2 2
axis_6,1242,1,24,8,16,8,0,8,0,5,0,6,1,191,16,0,0,3.936,1 1 1 2 1 4 2 1,1 1 1 2 1 4 2 1
axis_6,5616,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.876,1 1 1 2 1 4 2 4,1 1 1 2 1 4 2 4
axis_6,522,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.946,1 1 2 2 1 4 1 1,1 1 2 2 1 4 1 1
axis_6,2709,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.966,1 1 2 2 1 4 1 2,1 1 2 2 1 4 1 2
axis_6,4896,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.856,1 1 2 2 1 4 1 4,1 1 2 2 1 4 1 4
axis_6,3438,1,24,8,16,8,0,8,0,3,0,4,1,141,16,0,0,4.066,1 1 2 2 1 4 2 2,1 1 2 2 1 4 2 2
axis_6,1251,1,24,8,16,8,0,8,0,4,0,5,1,166,16,0,0,3.925,1 1 2 2 1 4 2 1,1 1 2 2 1 4 2 1
axis_6,5625,1,24,8,16,8,0,8,0,3,0,4,1,138,16,0,0,3.796,1 1 2 2 1 4 2 4,1 1 2 2 1 4 2 4
axis_6,4167,1,24,8,16,8,0,8,0,3,0,4,1,138,16,0,0,3.756,1 1 2 2 1 4 4 2,1 1 2 2 1 4 4 2
axis_6,1980,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.776,1 1 2 2 1 4 4 1,1 1 2 2 1 4 4 1
axis_6,6354,1,24,8,16,8,0,8,0,3,0,4,1,138,16,0,0,3.785,1 1 2 2 1 4 4 4,1 1 2 2 1 4 4 4
axis_6,762,1,24,8,16,8,0,8,0,5,0,6,1,189,16,0,0,3.926,1 4 1 2 1 1 2 1,1 4 1 2 1 1 2 1
axis_6,42,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,3.875,1 4 2 2 1 1 1 1,1 4 2 2 1 1 1 1
axis_6,771,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.836,1 4 2 2 1 1 2 1,1 4 2 2 1 1 2 1
axis_6,1500,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,3.725,1 4 2 2 1 1 4 1,1 4 2 2 1 1 4 1
axis_6,2922,1,24,8,16,8,0,8,0,5,0,6,1,189,16,0,0,3.886,1 4 1 1 1 1 2 2,1 4 1 1 1 1 2 2
axis_6,2949,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.996,1 4 1 2 1 1 2 2,1 4 1 2 1 1 2 2
axis_6,3165,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.846,1 4 1 1 1 2 2 2,1 4 1 1 1 2 2 2
axis_6,1005,2,24,9,15,9,0,7,0,4,0,5,1,163,15,0,0,4.216,1 4 1 2 1 2 2 3,1 4 1 2 1 2 2 3
axis_6,5379,1,24,8,16,8,0,8,0,3,0,4,1,136,16,0,0,3.606,1 4 1 2 1 2 2 4,1 4 1 2 1 2 2 4
axis_6,2229,1,24,8,16,8,0,8,0,4,0,5,1,167,16,0,0,4.136,1 4 2 2 1 1 1 2,1 4 2 2 1 1 1 2
axis_6,2202,1,24,8,16,8,0,8,0,5,0,6,1,192,16,0,0,3.916,1 4 2 1 1 1 1 2,1 4 2 1 1 1 1 2
axis_6,285,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,3.775,1 4 2 2 1 2 1 1,1 4 2 2 1 2 1 1
axis_6,2472,1,24,8,16,8,0,8,0,3,0,4,1,141,16,0,0,4.126,1 4 2 2 1 2 1 2,1 4 2 2 1 2 1 2
axis_6,2445,1,24,8,16,8,0,8,0,4,0,5,1,166,16,0,0,3.876,1 4 2 1 1 2 1 2,1 4 2 1 1 2 1 2
axis_6,4659,1,24,8,16,8,0,8,0,3,0,4,1,136,16,0,0,3.606,1 4 2 2 1 2 1 4,1 4 2 2 1 2 1 4
axis_6,2958,1,24,8,16,8,0,8,0,3,0,4,1,141,16,0,0,4.076,1 4 2 2 1 1 2 2,1 4 2 2 1 1 2 2
axis_6,2931,1,24,8,16,8,0,8,0,4,0,5,1,166,16,0,0,3.866,1 4 2 1 1 1 2 2,1 4 2 1 1 1 2 2
axis_6,1014,2,24,9,15,9,0,7,0,3,0,4,1,140,15,0,0,4.366,1 4 2 2 1 2 2 3,1 4 2 2 1 2 2 3
axis_6,3174,1,24,8,16,8,0,8,0,3,0,4,1,141,16,0,0,3.785,1 4 2 1 1 2 2 2,1 4 2 1 1 2 2 2
axis_6,5388,1,24,8,16,8,0,8,0,2,0,3,1,111,16,0,0,3.585,1 4 2 2 1 2 2 4,1 4 2 2 1 2 2 4
axis_6,3687,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,4.066,1 4 2 2 1 1 4 2,1 4 2 2 1 1 4 2
axis_6,3660,1,24,8,16,8,0,8,0,4,0,5,1,165,16,0,0,3.765,1 4 2 1 1 1 4 2,1 4 2 1 1 1 4 2
axis_6,3930,1,24,8,16,8,0,8,0,2,0,3,1,115,16,0,0,3.926,1 4 2 2 1 2 4 2,1 4 2 2 1 2 4 2
axis_6,3903,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,3.746,1 4 2 1 1 2 4 2,1 4 2 1 1 2 4 2
axis_6,1743,1,24,8,16,8,0,8,0,3,0,4,1,138,16,0,0,3.595,1 4 2 2 1 2 4 1,1 4 2 2 1 2 4 1
axis_6,6117,1,24,8,16,8,0,8,0,2,0,3,1,111,16,0,0,3.535,1 4 2 2 1 2 4 4,1 4 2 2 1 2 4 4
axis_6,5136,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,3.715,1 4 1 2 1 1 2 4,1 4 1 2 1 1 2 4
axis_6,3408,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.866,1 4 1 1 1 4 2 2,1 4 1 1 1 4 2 2
axis_6,3435,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,4.016,1 4 1 2 1 4 2 2,1 4 1 2 1 4 2 2
axis_6,1248,1,24,8,16,8,0,8,0,4,0,5,1,166,16,0,0,3.886,1 4 1 2 1 4 2 1,1 4 1 2 1 4 2 1
axis_6,5622,1,24,8,16,8,0,8,0,3,0,4,1,138,16,0,0,3.826,1 4 1 2 1 4 2 4,1 4 1 2 1 4 2 4
axis_6,4416,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.766,1 4 2 2 1 1 1 4,1 4 2 2 1 1 1 4
axis_6,528,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,6.289,1 4 2 2 1 4 1 1,1 4 2 2 1 4 1 1
axis_6,2715,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,4.066,1 4 2 2 1 4 1 2,1 4 2 2 1 4 1 2
axis_6,2688,1,24,8,16,8,0,8,0,4,0,5,1,166,16,0,0,3.865,1 4 2 1 1 4 1 2,1 4 2 1 1 4 1 2
axis_6,4902,1,24,8,16,8,0,8,0,3,0,4,1,138,16,0,0,3.806,1 4 2 2 1 4 1 4,1 4 2 2 1 4 1 4
axis_6,5145,1,24,8,16,8,0,8,0,3,0,4,1,137,16,0,0,3.676,1 4 2 2 1 1 2 4,1 4 2 2 1 1 2 4
axis_6,3444,1,24,8,16,8,0,8,0,2,0,3,1,116,16,0,0,4.106,1 4 2 2 1 4 2 2,1 4 2 2 1 4 2 2
axis_6,1257,1,24,8,16,8,0,8,0,3,0,4,1,141,16,0,0,3.805,1 4 2 2 1 4 2 1,1 4 2 2 1 4 2 1
axis_6,3417,1,24,8,16,8,0,8,0,3,0,4,1,141,16,0,0,3.796,1 4 2 1 1 4 2 2,1 4 2 1 1 4 2 2
axis_6,5631,1,24,8,16,8,0,8,0,2,0,3,1,113,16,0,0,3.756,1 4 2 2 1 4 2 4,1 4 2 2 1 4 2 4
axis_6,5874,1,24,8,16,8,0,8,0,3,0,4,1,136,16,0,0,3.575,1 4 2 2 1 1 4 4,1 4 2 2 1 1 4 4
axis_6,4173,1,24,8,16,8,0,8,0,2,0,3,1,114,16,0,0,3.876,1 4 2 2 1 4 4 2,1 4 2 2 1 4 4 2
axis_6,4146,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,3.706,1 4 2 1 1 4 4 2,1 4 2 1 1 4 4 2
axis_6,1986,1,24,8,16,8,0,8,0,3,0,4,1,139,16,0,0,3.796,1 4 2 2 1 4 4 1,1 4 2 2 1 4 4 1
axis_6,6360,1,24,8,16,8,0,8,0,2,0,3,1,113,16,0,0,3.765,1 4 2 2 1 4 4 4,1 4 2 2 1 4 4 4
axis_6,4131,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.865,1 1 1 1 1 4 4 2,1 1 1 1 1 4 4 2
axis_6,2691,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.906,1 1 4 1 1 4 1 2,1 1 4 1 1 4 1 2
axis_6,3420,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,3.775,1 1 4 1 1 4 2 2,1 1 4 1 1 4 2 2
axis_6,4149,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.856,1 1 4 1 1 4 4 2,1 1 4 1 1 4 4 2
axis_6,4158,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.995,1 1 1 2 1 4 4 2,1 1 1 2 1 4 4 2
axis_6,1971,1,24,8,16,8,0,8,0,5,0,6,1,190,16,0,0,3.936,1 1 1 2 1 4 4 1,1 1 1 2 1 4 4 1
axis_6,6345,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.966,1 1 1 2 1 4 4 4,1 1 1 2 1 4 4 4
axis_6,531,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.956,1 1 4 2 1 4 1 1,1 1 4 2 1 4 1 1
axis_6,2718,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.976,1 1 4 2 1 4 1 2,1 1 4 2 1 4 1 2
axis_6,4905,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.856,1 1 4 2 1 4 1 4,1 1 4 2 1 4 1 4
axis_6,3447,1,24,8,16,8,0,8,0,3,0,4,1,140,16,0,0,3.976,1 1 4 2 1 4 2 2,1 1 4 2 1 4 2 2
axis_6,1260,1,24,8,16,8,0,8,0,4,0,5,1,165,16,0,0,3.815,1 1 4 2 1 4 2 1,1 1 4 2 1 4 2 1
axis_6,5634,1,24,8,16,8,0,8,0,3,0,4,1,137,16,0,0,3.676,1 1 4 2 1 4 2 4,1 1 4 2 1 4 2 4
axis_6,4176,1,24,8,16,8,0,8,0,3,0,4,1,139,16,0,0,3.876,1 1 4 2 1 4 4 2,1 1 4 2 1 4 4 2
axis_6,1989,1,24,8,16,8,0,8,0,4,0,5,1,165,16,0,0,3.925,1 1 4 2 1 4 4 1,1 1 4 2 1 4 4 1
axis_6,6363,1,24,8,16,8,0,8,0,3,0,4,1,139,16,0,0,3.906,1 1 4 2 1 4 4 4,1 1 4 2 1 4 4 4
axis_6,1491,1,24,8,16,8,0,8,0,5,0,6,1,188,16,0,0,3.976,1 4 1 2 1 1 4 1,1 4 1 2 1 1 4 1
axis_6,51,1,24,8,16,8,0,8,0,5,0,6,1,187,16,0,0,3.936,1 4 4 2 1 1 1 1,1 4 4 2 1 1 1 1
axis_6,780,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.746,1 4 4 2 1 1 2 1,1 4 4 2 1 1 2 1
axis_6,1509,1,24,8,16,8,0,8,0,4,0,5,1,163,16,0,0,3.925,1 4 4 2 1 1 4 1,1 4 4 2 1 1 4 1
axis_6,3651,1,24,8,16,8,0,8,0,5,0,6,1,189,16,0,0,3.915,1 4 1 1 1 1 4 2,1 4 1 1 1 1 4 2
axis_6,3678,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,4.016,1 4 1 2 1 1 4 2,1 4 1 2 1 1 4 2
axis_6,3894,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.875,1 4 1 1 1 2 4 2,1 4 1 1 1 2 4 2
axis_6,3921,1,24,8,16,8,0,8,0,3,0,4,1,139,16,0,0,3.936,1 4 1 2 1 2 4 2,1 4 1 2 1 2 4 2
axis_6,1734,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.775,1 4 1 2 1 2 4 1,1 4 1 2 1 2 4 1
axis_6,6108,1,24,8,16,8,0,8,0,3,0,4,1,137,16,0,0,3.725,1 4 1 2 1 2 4 4,1 4 1 2 1 2 4 4
axis_6,2238,1,24,8,16,8,0,8,0,4,0,5,1,165,16,0,0,4.046,1 4 4 2 1 1 1 2,1 4 4 2 1 1 1 2
axis_6,2211,1,24,8,16,8,0,8,0,5,0,6,1,190,16,0,0,3.926,1 4 4 1 1 1 1 2,1 4 4 1 1 1 1 2
axis_6,294,1,24,8,16,8,0,8,0,4,0,5,1,162,16,0,0,3.825,1 4 4 2 1 2 1 1,1 4 4 2 1 2 1 1
axis_6,2481,1,24,8,16,8,0,8,0,3,0,4,1,139,16,0,0,3.966,1 4 4 2 1 2 1 2,1 4 4 2 1 2 1 2
axis_6,2454,1,24,8,16,8,0,8,0,4,0,5,1,164,16,0,0,3.866,1 4 4 1 1 2 1 2,1 4 4 1 1 2 1 2
axis_6,4668,1,24,8,16,8,0,8,0,3,0,4,1,136,16,0,0,3.615,1 4 4 2 1 2 1 4,1 4 4 2 1 2 1 4
axis_6,2967,1,24,8,16,8,0,8,0,3,0,4,1,138,16,0,0,3.766,1 4 4 2 1 1 2 2,1 4 4 2 1 1 2 2
