phase,suite,views,representative_id,feasible_worlds,initial_candidates,root_candidates,root_domains,root_removed,root_unsupported_survivors,exact_candidates,identifiable_cells,freely_variable_cells,components,component_sizes,shape_component_sizes,largest_component,shape_variables,search_nodes,unresolved_variables,occupancy_variables,literal_queries,infeasible_queries,max_query_nodes,max_unsat_query_nodes,branches,propagation_calls,fixed_kernel_calls,factor_updates,seconds,audited_pruning_steps
A1,oblique_1,1,59545,16,32,13,"[2, 12, 2, 4, 15, 12, 4, 8]",19,0,13,5,1,0,[],[],0,3,6,3,1,6,0,1,0,0,7,0,373,0.0017710390000047482,11
A1,oblique_1,1,63519,1,32,8,"[8, 8, 2, 1, 1, 4, 8, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,182,0.0006892740000239428,15
A1,oblique_2,2,0,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,283,0.0007698659999277879,8
A1,oblique_2,2,1,1,32,8,"[2, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,287,0.0008154140000442567,9
A1,oblique_2,2,2,1,32,8,"[4, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,291,0.000840692000110721,11
A1,oblique_2,2,3,1,32,8,"[8, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,290,0.0008481030001803447,11
A1,oblique_2,2,4,1,32,8,"[1, 2, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,286,0.0008650190000025759,9
A1,oblique_2,2,8,1,32,8,"[1, 4, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,291,0.0009127999999236636,10
A1,oblique_2,2,12,1,32,8,"[1, 8, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,288,0.000839650999978403,10
A1,oblique_2,2,16,1,32,8,"[1, 1, 2, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,287,0.0008814939999410853,10
A1,oblique_2,2,32,1,32,8,"[1, 1, 4, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,288,0.0008627449999494274,11
A1,oblique_2,2,48,1,32,8,"[1, 1, 8, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,287,0.0008849280000049475,11
A1,oblique_2,2,64,1,32,8,"[1, 1, 1, 2, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,283,0.0008396709999942686,8
A1,oblique_2,2,85,1,32,8,"[2, 2, 2, 2, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,327,0.0011739819999547763,12
A1,oblique_2,2,128,1,32,8,"[1, 1, 1, 4, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,288,0.0008737410000776435,9
A1,oblique_2,2,192,1,32,8,"[1, 1, 1, 8, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,288,0.0008997009999802685,9
A1,oblique_2,2,256,1,32,8,"[1, 1, 1, 1, 2, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,283,0.0008409419999679812,8
A1,oblique_2,2,512,1,32,8,"[1, 1, 1, 1, 4, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,286,0.0009042579999913869,9
A1,oblique_2,2,768,1,32,8,"[1, 1, 1, 1, 8, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,286,0.0008529709998583712,9
A1,oblique_2,2,1024,1,32,8,"[1, 1, 1, 1, 1, 2, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,284,0.0009265210001103696,8
A1,oblique_2,2,2048,1,32,8,"[1, 1, 1, 1, 1, 4, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,286,0.0008396809998885146,9
A1,oblique_2,2,2097,1,32,8,"[2, 1, 8, 1, 1, 4, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,304,0.0010454389998812985,13
A1,oblique_2,2,3072,1,32,8,"[1, 1, 1, 1, 1, 8, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,286,0.0008431159999418014,9
A1,oblique_2,2,4096,1,32,8,"[1, 1, 1, 1, 1, 1, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,285,0.000817306999806533,9
A1,oblique_2,2,6935,1,32,8,"[8, 2, 2, 1, 8, 4, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,315,0.0010842179999599466,14
A1,oblique_2,2,7425,1,32,8,"[2, 1, 1, 1, 2, 8, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,292,0.0009175169998343335,11
A1,oblique_2,2,8192,1,32,8,"[1, 1, 1, 1, 1, 1, 4, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,285,0.0008256700000401906,9
A1,oblique_2,2,8227,1,32,8,"[8, 1, 4, 1, 1, 1, 4, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,297,0.0009091150000131165,12
A1,oblique_2,2,10047,1,32,8,"[8, 8, 8, 1, 8, 2, 4, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,341,0.0012215540000397596,15
A1,oblique_2,2,12288,1,32,8,"[1, 1, 1, 1, 1, 1, 8, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,287,0.0008230459998230799,10
A1,oblique_2,2,14059,2,32,9,"[8, 12, 4, 8, 4, 2, 8, 1]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,436,0.0016986799998903734,16
A1,oblique_2,2,16135,1,32,8,"[8, 2, 1, 1, 8, 8, 8, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,298,0.0009546930000396969,15
A1,oblique_2,2,16243,1,32,8,"[8, 1, 8, 2, 8, 8, 8, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,335,0.0011782389999552834,15
A1,oblique_2,2,16384,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,283,0.0007978879998518096,8
A1,oblique_2,2,17948,1,32,8,"[1, 8, 2, 1, 4, 2, 1, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,314,0.0010181289999309229,12
A1,oblique_2,2,20518,1,32,8,"[4, 2, 4, 1, 1, 1, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,304,0.0009828659999584488,13
A1,oblique_2,2,20924,1,32,8,"[1, 8, 8, 4, 2, 1, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,313,0.0010756750000382453,13
A1,oblique_2,2,21462,1,32,8,"[4, 2, 2, 8, 8, 1, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,315,0.0010635569999521977,13
A1,oblique_2,2,21483,1,32,8,"[8, 4, 4, 8, 8, 1, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,330,0.0011710379999385623,16
A1,oblique_2,2,21524,2,32,9,"[1, 2, 2, 3, 1, 2, 2, 2]",23,0,9,7,0,0,[],[],0,0,2,1,1,2,0,1,0,0,5,2,473,0.0014830959999017068,9
A1,oblique_2,2,21525,4,32,10,"[2, 2, 2, 3, 3, 2, 2, 2]",22,0,10,6,0,0,[],[],0,0,3,2,2,3,0,1,0,0,7,3,657,0.002114613999992798,9
A1,oblique_2,2,21760,1,32,8,"[1, 1, 1, 1, 2, 2, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,286,0.0008878329999788548,9
A1,oblique_2,2,22011,2,32,9,"[8, 12, 8, 8, 2, 2, 2, 2]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,396,0.0014510689998132875,13
A1,oblique_2,2,22820,1,32,8,"[1, 2, 4, 1, 2, 4, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,293,0.0009324000000106025,12
A1,oblique_2,2,27296,2,32,9,"[1, 1, 4, 4, 12, 4, 4, 2]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,404,0.0015257009999913862,13
A1,oblique_2,2,28904,1,32,8,"[1, 4, 4, 8, 1, 1, 8, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,314,0.0010602119998566195,14
A1,oblique_2,2,29920,1,32,8,"[1, 1, 4, 8, 1, 2, 8, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,310,0.0010348939999857976,12
A1,oblique_2,2,32768,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,285,0.0007945929999095824,9
A1,oblique_2,2,35106,1,32,8,"[4, 1, 4, 1, 2, 4, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,293,0.0009209419999933743,13
A1,oblique_2,2,38505,2,32,9,"[2, 12, 4, 2, 4, 2, 2, 4]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,406,0.001471379000122397,12
A1,oblique_2,2,40645,1,32,8,"[2, 2, 1, 8, 4, 8, 2, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,297,0.0009685840000202006,13
A1,oblique_2,2,40708,1,32,8,"[1, 2, 1, 1, 8, 8, 2, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,293,0.0009473120001075586,13
A1,oblique_2,2,41631,1,32,8,"[8, 8, 2, 4, 4, 1, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,328,0.0011214940000172646,17
A1,oblique_2,2,43050,18,32,13,"[4, 12, 4, 13, 13, 4, 4, 4]",19,0,13,5,0,0,[],[],0,3,6,3,2,6,0,1,0,0,7,0,662,0.0035611560001598264,14
A1,oblique_2,2,43130,6,32,11,"[4, 12, 8, 2, 13, 4, 4, 4]",21,0,11,6,0,0,[],[],0,2,4,2,1,4,0,1,0,0,5,0,478,0.0022539740000411257,14
A1,oblique_2,2,43605,1,32,8,"[2, 2, 2, 2, 4, 4, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,317,0.0011558049998257047,14
A1,oblique_2,2,44203,16,32,13,"[8, 12, 4, 13, 13, 8, 4, 4]",19,0,13,5,0,1,[3],[3],3,3,8,3,2,5,0,3,0,3,9,0,871,0.004730832999939594,16
A1,oblique_2,2,46276,1,32,8,"[1, 2, 1, 8, 1, 2, 8, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,295,0.0009438270001282945,12
A1,oblique_2,2,47030,2,32,9,"[4, 2, 8, 12, 8, 2, 8, 4]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,427,0.001664769000171873,15
A1,oblique_2,2,47146,18,32,13,"[4, 12, 4, 13, 13, 4, 8, 4]",19,0,13,5,0,0,[],[],0,3,6,3,2,6,0,1,0,0,7,0,662,0.003587645999914457,14
A1,oblique_2,2,49152,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,285,0.0008156740000231366,9
A1,oblique_2,2,49381,1,32,8,"[2, 2, 4, 8, 1, 1, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,319,0.0010694759998841619,14
A1,oblique_2,2,50023,1,32,8,"[8, 2, 4, 2, 8, 1, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,327,0.0012347440001576615,16
A1,oblique_2,2,50341,1,32,8,"[2, 2, 4, 4, 1, 2, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,319,0.0011077029998887156,14
A1,oblique_2,2,51317,1,32,8,"[2, 2, 8, 2, 1, 4, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,313,0.0010971080000672373,15
A1,oblique_2,2,53560,1,32,8,"[1, 4, 8, 1, 2, 1, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,311,0.0010389100000338658,13
A1,oblique_2,2,54736,1,32,8,"[1, 1, 2, 8, 2, 2, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,293,0.0009286740000788996,11
A1,oblique_2,2,56598,1,32,8,"[4, 2, 2, 1, 2, 8, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,305,0.000997096999981295,13
A1,oblique_2,2,61992,2,32,9,"[1, 4, 4, 1, 12, 1, 8, 8]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,410,0.001561705000085567,14
Amono,axis_1,1,0,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,41,0.00012538800001493655,8
Amono,axis_1,1,1,2,24,9,"[2, 1, 1, 1, 3, 1, 1, 1]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,59,0.00017900900002132403,9
Amono,axis_1,1,2,3,24,10,"[4, 1, 1, 1, 7, 1, 1, 1]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,77,0.00028266499998608197,8
Amono,axis_1,1,3,2,24,9,"[1, 2, 1, 1, 1, 3, 1, 1]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,60,0.00020439700006136263,9
Amono,axis_1,1,6,3,24,10,"[1, 4, 1, 1, 1, 7, 1, 1]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,76,0.0002197400001477945,8
Amono,axis_1,1,9,2,24,9,"[1, 1, 2, 1, 1, 1, 3, 1]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,60,0.00017322999997304578,9
Amono,axis_1,1,18,3,24,10,"[1, 1, 4, 1, 1, 1, 7, 1]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,78,0.0002769460002127744,8
Amono,axis_1,1,27,2,24,9,"[1, 1, 1, 2, 1, 1, 1, 3]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,60,0.00017407099994670716,9
Amono,axis_1,1,33,6,24,11,"[1, 4, 1, 2, 1, 7, 1, 3]",13,0,11,6,1,0,[],[],0,1,0,2,2,4,0,0,0,0,5,0,95,0.0003453189999618189,9
Amono,axis_1,1,39,8,24,11,"[1, 2, 2, 2, 1, 3, 3, 3]",13,0,11,5,0,0,[],[],0,0,0,3,3,4,0,0,0,0,5,0,98,0.0003421839999191434,11
Amono,axis_1,1,40,16,24,12,"[2, 2, 2, 2, 3, 3, 3, 3]",12,0,12,4,0,0,[],[],0,0,0,4,4,5,0,0,0,0,6,0,116,0.0003599799999847164,12
Amono,axis_1,1,54,3,24,10,"[1, 1, 1, 4, 1, 1, 1, 7]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,76,0.00021677500012629025,8
Amono,axis_1,1,72,9,24,12,"[1, 1, 4, 4, 1, 1, 7, 7]",12,0,12,6,2,0,[],[],0,2,0,2,2,5,0,0,0,0,6,0,113,0.00042037200000777375,8
Amono,axis_1,1,80,81,24,16,"[4, 4, 4, 4, 7, 7, 7, 7]",8,0,16,4,4,0,[],[],0,4,0,4,4,9,0,0,0,0,10,0,184,0.0006245370000215189,8
Amono,axis_1,1,81,1,24,8,"[1, 1, 1, 1, 2, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,42,0.0001214320000144653,9
Amono,axis_1,1,84,2,24,9,"[1, 2, 1, 1, 2, 3, 1, 1]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,61,0.0001833349999742495,10
Amono,axis_1,1,162,1,24,8,"[1, 1, 1, 1, 4, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,42,0.00012033999996674538,9
Amono,axis_1,1,165,2,24,9,"[1, 2, 1, 1, 4, 3, 1, 1]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,61,0.00019339000004947593,10
Amono,axis_1,1,223,9,24,12,"[2, 4, 1, 4, 4, 7, 1, 7]",12,0,12,6,2,0,[],[],0,2,0,2,2,5,0,0,0,0,6,0,115,0.0003887440000198694,9
Amono,axis_1,1,243,1,24,8,"[1, 1, 1, 1, 1, 2, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,42,0.00011891799999830255,9
Amono,axis_1,1,316,18,24,13,"[2, 1, 4, 4, 3, 2, 7, 7]",11,0,13,5,2,0,[],[],0,2,0,3,3,6,0,0,0,0,7,0,132,0.00041206800005966215,10
Amono,axis_1,1,317,27,24,14,"[4, 1, 4, 4, 7, 2, 7, 7]",10,0,14,5,3,0,[],[],0,3,0,3,3,7,0,0,0,0,8,0,150,0.0004973560000962607,9
Amono,axis_1,1,396,9,24,12,"[1, 1, 4, 4, 2, 2, 7, 7]",12,0,12,6,2,0,[],[],0,2,0,2,2,5,0,0,0,0,6,0,115,0.00041600500003369234,10
Amono,axis_1,1,442,4,24,10,"[2, 1, 2, 2, 4, 2, 3, 3]",14,0,10,6,0,0,[],[],0,0,0,2,2,3,0,0,0,0,4,0,84,0.00028013099995405355,12
Amono,axis_1,1,486,1,24,8,"[1, 1, 1, 1, 1, 4, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,42,0.00012263399980838585,9
Amono,axis_1,1,499,4,24,10,"[2, 2, 2, 1, 3, 4, 3, 1]",14,0,10,6,0,0,[],[],0,0,0,2,2,3,0,0,0,0,4,0,80,0.00023960900011843478,11
Amono,axis_1,1,545,9,24,12,"[4, 2, 1, 4, 7, 4, 1, 7]",12,0,12,6,2,0,[],[],0,2,0,2,2,5,0,0,0,0,6,0,114,0.00041605500018704333,9
Amono,axis_1,1,551,18,24,13,"[4, 1, 2, 4, 7, 4, 3, 7]",11,0,13,5,2,0,[],[],0,2,0,3,3,6,0,0,0,0,7,0,132,0.0004134310001973063,10
Amono,axis_1,1,712,6,24,11,"[2, 1, 2, 4, 4, 4, 3, 7]",13,0,11,6,1,0,[],[],0,1,0,2,2,4,0,0,0,0,5,0,100,0.00031558399996356457,11
Amono,axis_1,1,729,1,24,8,"[1, 1, 1, 1, 1, 1, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,44,0.00012582900012603204,9
Amono,axis_1,1,734,6,24,11,"[4, 2, 1, 1, 7, 3, 2, 1]",13,0,11,6,1,0,[],[],0,1,0,2,2,4,0,0,0,0,5,0,99,0.0003168160001223441,10
Amono,axis_1,1,1458,1,24,8,"[1, 1, 1, 1, 1, 1, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,43,0.00012637000008908217,8
Amono,axis_1,1,1462,4,24,10,"[2, 2, 1, 1, 3, 3, 4, 1]",14,0,10,6,0,0,[],[],0,0,0,2,2,3,0,0,0,0,4,0,80,0.0003033559999039426,10
Amono,axis_1,1,1493,18,24,13,"[4, 4, 1, 2, 7, 7, 4, 3]",11,0,13,5,2,0,[],[],0,2,0,3,3,6,0,0,0,0,7,0,133,0.0004242069999236264,9
Amono,axis_1,1,1626,3,24,10,"[1, 4, 1, 1, 4, 7, 4, 1]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,79,0.00023476299998037575,9
Amono,axis_1,1,1947,1,24,8,"[1, 2, 1, 1, 1, 4, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,45,0.00015231800011861196,9
Amono,axis_1,1,2091,3,24,10,"[1, 2, 2, 4, 2, 4, 4, 7]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,84,0.00026076199992530746,11
Amono,axis_1,1,2187,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,42,0.00012368599982437445,9
Amono,axis_1,1,2205,3,24,10,"[1, 1, 4, 1, 1, 1, 7, 2]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,79,0.0002387080000971764,9
Amono,axis_1,1,2686,4,24,10,"[2, 2, 2, 1, 3, 4, 3, 2]",14,0,10,6,0,0,[],[],0,0,0,2,2,3,0,0,0,0,4,0,81,0.000271288000021741,12
Amono,axis_1,1,3240,1,24,8,"[1, 1, 1, 1, 2, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,47,0.00014715099996465142,12
Amono,axis_1,1,3405,1,24,8,"[1, 2, 1, 1, 1, 4, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,47,0.00016993499980344495,11
Amono,axis_1,1,3565,1,24,8,"[2, 1, 1, 1, 4, 4, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,50,0.0001587790000030509,12
Amono,axis_1,1,3647,3,24,10,"[4, 1, 1, 1, 7, 1, 4, 2]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,80,0.000288182999838682,9
Amono,axis_1,1,3822,3,24,10,"[1, 4, 2, 1, 4, 7, 4, 2]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,83,0.0002753429998847423,11
Amono,axis_1,1,4374,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,42,0.00011837700003525242,9
Amono,axis_1,1,4588,9,24,12,"[2, 4, 4, 2, 4, 7, 7, 4]",12,0,12,6,2,0,[],[],0,2,0,2,2,5,0,0,0,0,6,0,119,0.0003728290000708512,10
Amono,axis_1,1,5026,1,24,8,"[2, 2, 1, 1, 4, 4, 1, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,48,0.00016501799996149202,11
Amono,axis_1,1,5058,2,24,9,"[1, 1, 2, 2, 4, 4, 3, 4]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,64,0.00019133799992232525,12
Amono,axis_1,1,5847,3,24,10,"[1, 4, 2, 1, 1, 7, 4, 4]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,82,0.0002648869999575254,10
Amono,axis_1,1,6030,1,24,8,"[1, 1, 2, 2, 4, 1, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,49,0.00014911400012351805,11
Amono,axis_1,1,6156,1,24,8,"[1, 1, 1, 1, 2, 2, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,46,0.00013269999999465654,11
Amono,axis_1,1,6358,2,24,9,"[2, 2, 2, 2, 3, 4, 4, 4]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,68,0.0002085739999984071,12
Amono,axis_1,1,6520,1,24,8,"[2, 2, 2, 2, 4, 4, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,54,0.00017234799997822847,12
Amono,axis_2,2,0,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,53,0.0001743309999255871,8
Amono,axis_2,2,1,1,24,8,"[2, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,55,0.00016030100005082204,10
Amono,axis_2,2,2,1,24,8,"[4, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,56,0.0001823529999001039,9
Amono,axis_2,2,3,1,24,8,"[1, 2, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,56,0.00016656999991937482,10
Amono,axis_2,2,6,1,24,8,"[1, 4, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,56,0.00019171799999639916,9
Amono,axis_2,2,9,1,24,8,"[1, 1, 2, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,56,0.00015936900013002742,10
Amono,axis_2,2,18,1,24,8,"[1, 1, 4, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,57,0.00016171300012501888,9
Amono,axis_2,2,27,1,24,8,"[1, 1, 1, 2, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,56,0.00020622900001399103,10
Amono,axis_2,2,40,1,24,8,"[2, 2, 2, 2, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,63,0.00018719099989539245,16
Amono,axis_2,2,54,1,24,8,"[1, 1, 1, 4, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,56,0.00015957000005073496,9
Amono,axis_2,2,68,1,24,8,"[4, 2, 2, 4, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,64,0.00018918399996437074,14
Amono,axis_2,2,77,1,24,8,"[4, 2, 4, 4, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,65,0.00019863800002895005,13
Amono,axis_2,2,81,1,24,8,"[1, 1, 1, 1, 2, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,54,0.00015006600006017834,9
Amono,axis_2,2,162,1,24,8,"[1, 1, 1, 1, 4, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,54,0.00015170699998634518,9
Amono,axis_2,2,243,1,24,8,"[1, 1, 1, 1, 1, 2, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,54,0.00014770100005989661,9
