phase,suite,views,representative_id,feasible_worlds,initial_candidates,root_candidates,root_domains,root_removed,root_unsupported_survivors,exact_candidates,identifiable_cells,freely_variable_cells,components,component_sizes,shape_component_sizes,largest_component,shape_variables,search_nodes,unresolved_variables,occupancy_variables,literal_queries,infeasible_queries,max_query_nodes,max_unsat_query_nodes,branches,propagation_calls,fixed_kernel_calls,factor_updates,seconds,audited_pruning_steps
A1,axis_5,5,56071,1,32,8,"[8, 2, 1, 1, 8, 4, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,164,0.00045472300007531885,13
A1,axis_5,5,56429,1,32,8,"[2, 8, 4, 2, 1, 8, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,169,0.00045528299983743636,14
A1,axis_5,5,56739,1,32,8,"[8, 1, 4, 4, 2, 8, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,167,0.00045605400009662844,14
A1,axis_5,5,57373,1,32,8,"[2, 8, 2, 1, 1, 1, 4, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,165,0.00043303000006744696,13
A1,axis_5,5,58007,1,32,8,"[8, 2, 2, 4, 4, 1, 4, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,171,0.0004921590000321885,14
A1,axis_5,5,64060,1,32,8,"[1, 8, 8, 1, 4, 4, 8, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,164,0.0004860689998622547,14
A1,axis_5,5,65184,1,32,8,"[1, 1, 4, 4, 4, 8, 8, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,168,0.00048178400015785883,15
A1,axis_6,6,0,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,178,0.0003729700001713354,8
A1,axis_6,6,1,1,32,8,"[2, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,180,0.00039825799990467203,8
A1,axis_6,6,2,1,32,8,"[4, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.00040559900003245275,9
A1,axis_6,6,3,1,32,8,"[8, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,180,0.0003914279998298298,10
A1,axis_6,6,4,1,32,8,"[1, 2, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,180,0.00039205799998853763,8
A1,axis_6,6,8,1,32,8,"[1, 4, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.0003957849999096652,9
A1,axis_6,6,12,1,32,8,"[1, 8, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.0003910170000835933,10
A1,axis_6,6,16,1,32,8,"[1, 1, 2, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.0004744620000565192,9
A1,axis_6,6,32,1,32,8,"[1, 1, 4, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,182,0.00041831800012914755,10
A1,axis_6,6,48,1,32,8,"[1, 1, 8, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.00045999999997548,11
A1,axis_6,6,64,1,32,8,"[1, 1, 1, 2, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,180,0.0004142920001868333,8
A1,axis_6,6,85,1,32,8,"[2, 2, 2, 2, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,186,0.0005301159999362426,9
A1,axis_6,6,128,1,32,8,"[1, 1, 1, 4, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.00040024100007940433,9
A1,axis_6,6,192,1,32,8,"[1, 1, 1, 8, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.0004157539999596338,10
A1,axis_6,6,256,1,32,8,"[1, 1, 1, 1, 2, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,178,0.00038308500006678514,8
A1,axis_6,6,512,1,32,8,"[1, 1, 1, 1, 4, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,179,0.0004623940001238225,9
A1,axis_6,6,752,1,32,8,"[1, 1, 8, 8, 4, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,186,0.0004437969998889457,14
A1,axis_6,6,768,1,32,8,"[1, 1, 1, 1, 8, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,179,0.00040753200005383405,9
A1,axis_6,6,978,1,32,8,"[4, 1, 2, 8, 8, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,190,0.0004662799999550771,14
A1,axis_6,6,1024,1,32,8,"[1, 1, 1, 1, 1, 2, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,178,0.00038114199992378417,8
A1,axis_6,6,2048,1,32,8,"[1, 1, 1, 1, 1, 4, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,179,0.00038208399996619846,9
A1,axis_6,6,3072,1,32,8,"[1, 1, 1, 1, 1, 8, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,179,0.0003800709998813545,9
A1,axis_6,6,4096,1,32,8,"[1, 1, 1, 1, 1, 1, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,180,0.0004559639999115461,9
A1,axis_6,6,7483,1,32,8,"[8, 4, 8, 1, 2, 8, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,187,0.0005117189998600224,13
A1,axis_6,6,7914,1,32,8,"[4, 4, 4, 8, 4, 8, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,196,0.0005578079999395413,17
A1,axis_6,6,8192,1,32,8,"[1, 1, 1, 1, 1, 1, 4, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,180,0.000403005000180201,9
A1,axis_6,6,8940,1,32,8,"[1, 8, 4, 8, 4, 1, 4, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,191,0.0004854090000208089,16
A1,axis_6,6,11799,1,32,8,"[8, 2, 2, 1, 4, 8, 4, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,192,0.0004886829999577458,14
A1,axis_6,6,12288,1,32,8,"[1, 1, 1, 1, 1, 1, 8, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.0003938909999305906,10
A1,axis_6,6,14494,1,32,8,"[4, 8, 2, 4, 1, 4, 8, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,192,0.0005117580001297029,14
A1,axis_6,6,16384,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,178,0.00039231899995684216,8
A1,axis_6,6,20472,1,32,8,"[1, 4, 8, 8, 8, 8, 1, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,193,0.0005298150001635804,15
A1,axis_6,6,21588,1,32,8,"[1, 2, 2, 2, 1, 2, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,186,0.00046060199997555173,9
A1,axis_6,6,21760,1,32,8,"[1, 1, 1, 1, 2, 2, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,180,0.0004138709998642298,9
A1,axis_6,6,21845,1,32,8,"[2, 2, 2, 2, 2, 2, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,191,0.0004885739999735961,10
A1,axis_6,6,22015,1,32,8,"[8, 8, 8, 8, 2, 2, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,185,0.0005007209999803308,13
A1,axis_6,6,26120,1,32,8,"[1, 4, 1, 1, 4, 2, 4, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,184,0.0004602809999596502,11
A1,axis_6,6,29667,1,32,8,"[8, 1, 4, 8, 8, 1, 8, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,191,0.00048599000001559034,14
A1,axis_6,6,32768,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,179,0.0004024840000056429,9
A1,axis_6,6,33196,1,32,8,"[1, 8, 4, 4, 2, 1, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,193,0.0005554940000820352,14
A1,axis_6,6,33514,1,32,8,"[4, 4, 4, 8, 4, 1, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,195,0.0005236859999513399,15
A1,axis_6,6,34920,1,32,8,"[1, 4, 4, 2, 1, 4, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,192,0.0004939119999107788,13
A1,axis_6,6,35567,1,32,8,"[8, 8, 4, 8, 4, 4, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,196,0.0005332009998255671,15
A1,axis_6,6,38505,1,32,8,"[2, 4, 4, 2, 4, 2, 2, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,198,0.0005124500000874832,14
A1,axis_6,6,39396,1,32,8,"[1, 2, 4, 8, 2, 4, 2, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,192,0.0006432860000131768,12
A1,axis_6,6,40814,1,32,8,"[4, 8, 4, 2, 8, 8, 2, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,197,0.0005612829997971858,16
A1,axis_6,6,41421,1,32,8,"[2, 8, 1, 8, 2, 1, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,187,0.00046690099998158985,12
A1,axis_6,6,42553,1,32,8,"[2, 4, 8, 1, 4, 2, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,197,0.0005070109998541739,15
A1,axis_6,6,43094,1,32,8,"[4, 2, 2, 2, 1, 4, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,197,0.0006056199999875389,14
A1,axis_6,6,43605,1,32,8,"[2, 2, 2, 2, 4, 4, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,199,0.000517788000024666,14
A1,axis_6,6,43690,1,32,8,"[4, 4, 4, 4, 4, 4, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,203,0.0005281730000206153,18
A1,axis_6,6,44975,1,32,8,"[8, 8, 4, 4, 8, 8, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,197,0.0005227849999300815,17
A1,axis_6,6,46615,1,32,8,"[8, 2, 2, 1, 4, 2, 8, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,196,0.0005270009999094327,14
A1,axis_6,6,48110,1,32,8,"[4, 8, 4, 8, 8, 4, 8, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,198,0.0005196909999085619,16
A1,axis_6,6,48326,1,32,8,"[4, 2, 1, 8, 1, 8, 8, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,194,0.0005124589999923046,14
A1,axis_6,6,48571,1,32,8,"[8, 4, 8, 4, 2, 8, 8, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,195,0.0005105870000079449,16
A1,axis_6,6,49152,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,179,0.00038303499991343415,9
A1,axis_6,6,49481,1,32,8,"[2, 4, 1, 2, 2, 1, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,188,0.000491838000016287,10
A1,axis_6,6,53941,1,32,8,"[2, 2, 8, 4, 4, 1, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,193,0.0005103660000713717,13
A1,axis_6,6,54343,1,32,8,"[8, 2, 1, 2, 1, 2, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,189,0.0004783179999776621,12
A1,axis_6,6,55546,1,32,8,"[4, 4, 8, 8, 1, 4, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,193,0.0004915980000532727,16
A1,axis_6,6,55676,1,32,8,"[1, 8, 8, 2, 2, 4, 2, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,187,0.00047740700006215775,12
A1,axis_6,6,60644,1,32,8,"[1, 2, 4, 8, 1, 8, 4, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,192,0.0004987390000223968,14
A1,axis_6,6,61593,1,32,8,"[2, 4, 2, 4, 1, 1, 8, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,194,0.000512109000055716,14
A1,axis_6,6,62823,1,32,8,"[8, 2, 4, 2, 2, 2, 8, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,192,0.0005176370000299357,13
A1,axis_6,6,64110,1,32,8,"[4, 8, 4, 2, 4, 4, 8, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,198,0.000523435999866706,16
A1,axis_6,6,64929,1,32,8,"[2, 1, 4, 4, 2, 8, 8, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,193,0.0005124090000663273,15
A1,oblique_1,1,0,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,160,0.0005198510000354872,8
A1,oblique_1,1,1,1,32,8,"[2, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,166,0.0004976279999482358,9
A1,oblique_1,1,2,1,32,8,"[4, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,167,0.0004987879999589495,10
A1,oblique_1,1,3,1,32,8,"[8, 1, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,166,0.00046822299987070437,10
A1,oblique_1,1,4,1,32,8,"[1, 2, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,162,0.00044880399991598097,9
A1,oblique_1,1,8,1,32,8,"[1, 4, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,165,0.00047000499989735545,10
A1,oblique_1,1,12,1,32,8,"[1, 8, 1, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,163,0.0004542619999483577,10
A1,oblique_1,1,16,1,32,8,"[1, 1, 2, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,168,0.0004945529999531573,10
A1,oblique_1,1,32,1,32,8,"[1, 1, 4, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,169,0.0005053589998169628,11
A1,oblique_1,1,48,1,32,8,"[1, 1, 8, 1, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,168,0.0005013330001020222,11
A1,oblique_1,1,64,1,32,8,"[1, 1, 1, 2, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,161,0.0004530300000169518,8
A1,oblique_1,1,85,4,32,11,"[2, 2, 2, 2, 15, 1, 1, 1]",21,0,11,7,1,0,[],[],0,1,4,1,1,4,0,1,0,0,8,3,436,0.0014312490000065736,10
A1,oblique_1,1,128,1,32,8,"[1, 1, 1, 4, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,165,0.0004724600000827195,9
A1,oblique_1,1,192,1,32,8,"[1, 1, 1, 8, 1, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,165,0.0006952740000087942,9
A1,oblique_1,1,256,1,32,8,"[1, 1, 1, 1, 2, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,160,0.0004709470001671434,8
A1,oblique_1,1,283,1,32,8,"[8, 4, 2, 1, 2, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,183,0.0006588489998193836,13
A1,oblique_1,1,512,1,32,8,"[1, 1, 1, 1, 4, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,162,0.00045488299997487047,9
A1,oblique_1,1,648,2,32,9,"[1, 12, 1, 4, 4, 1, 1, 1]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,234,0.0008319290000144974,11
A1,oblique_1,1,768,1,32,8,"[1, 1, 1, 1, 8, 1, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,162,0.0004501460000483348,9
A1,oblique_1,1,1024,1,32,8,"[1, 1, 1, 1, 1, 2, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,160,0.0004476219999105524,8
A1,oblique_1,1,1296,1,32,8,"[1, 1, 2, 1, 2, 2, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,168,0.0005513179999070417,10
A1,oblique_1,1,1594,1,32,8,"[4, 4, 8, 1, 4, 2, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,196,0.0006846169999334961,15
A1,oblique_1,1,2048,1,32,8,"[1, 1, 1, 1, 1, 4, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,165,0.00046071199994912604,9
A1,oblique_1,1,2090,2,32,9,"[4, 12, 4, 1, 1, 4, 1, 1]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,238,0.0009074229999441741,14
A1,oblique_1,1,2274,2,32,9,"[4, 1, 4, 8, 9, 4, 1, 1]",23,0,9,7,0,0,[],[],0,0,2,1,1,2,0,1,0,0,5,2,294,0.0009677430000465392,14
A1,oblique_1,1,3072,1,32,8,"[1, 1, 1, 1, 1, 8, 1, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,165,0.0004750729999614123,9
A1,oblique_1,1,4096,1,32,8,"[1, 1, 1, 1, 1, 1, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,162,0.00046606999990217446,9
A1,oblique_1,1,5695,2,32,9,"[8, 8, 8, 1, 12, 2, 2, 1]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,243,0.000978639000095427,13
A1,oblique_1,1,5893,1,32,8,"[2, 2, 1, 1, 8, 2, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,171,0.0005445570000119915,11
A1,oblique_1,1,7989,1,32,8,"[2, 2, 8, 1, 8, 8, 2, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,188,0.0006658199999947101,13
A1,oblique_1,1,8192,1,32,8,"[1, 1, 1, 1, 1, 1, 4, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,162,0.0004856900000049791,9
A1,oblique_1,1,10265,4,32,11,"[2, 4, 2, 1, 15, 4, 4, 1]",21,0,11,7,1,0,[],[],0,1,4,1,1,4,0,1,0,0,8,3,431,0.0014242989998365374,11
A1,oblique_1,1,11331,2,32,9,"[8, 1, 1, 2, 9, 8, 4, 1]",23,0,9,7,0,0,[],[],0,0,2,1,1,2,0,1,0,0,5,2,278,0.0008549229999061936,11
A1,oblique_1,1,12288,1,32,8,"[1, 1, 1, 1, 1, 1, 8, 1]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,164,0.0004519280000749859,10
A1,oblique_1,1,12516,4,32,11,"[1, 2, 4, 8, 15, 1, 8, 1]",21,0,11,7,1,0,[],[],0,1,4,1,1,4,0,1,0,0,8,3,443,0.0015289759999177477,11
A1,oblique_1,1,14515,4,32,11,"[8, 1, 8, 4, 15, 4, 8, 1]",21,0,11,7,1,0,[],[],0,1,4,1,1,4,0,1,0,0,8,3,446,0.00153660699993452,13
A1,oblique_1,1,16384,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,160,0.00046154300002854143,8
A1,oblique_1,1,16885,1,32,8,"[2, 2, 8, 8, 2, 1, 1, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,184,0.0006743619999269868,12
A1,oblique_1,1,18468,6,32,12,"[1, 2, 4, 1, 15, 12, 1, 2]",20,0,12,6,0,1,[2],[2],2,2,6,2,1,5,0,2,0,1,8,1,441,0.002105270999891218,12
A1,oblique_1,1,18481,3,32,10,"[2, 1, 8, 1, 9, 12, 1, 2]",22,0,10,6,0,1,[2],[1],2,1,4,2,1,3,0,2,0,1,7,2,402,0.0016300469999350753,13
A1,oblique_1,1,18512,8,32,12,"[1, 1, 2, 2, 15, 12, 1, 2]",20,0,12,6,1,0,[],[],0,2,5,2,1,5,0,1,0,0,6,0,316,0.0014829660001396405,8
A1,oblique_1,1,21524,8,32,12,"[1, 2, 2, 3, 15, 2, 2, 2]",20,0,12,6,1,0,[],[],0,1,5,2,2,5,0,1,0,0,9,3,470,0.0018319800001336262,8
A1,oblique_1,1,21525,8,32,12,"[2, 2, 2, 3, 15, 2, 2, 2]",20,0,12,6,1,0,[],[],0,1,5,2,2,5,0,1,0,0,9,3,470,0.0017349540000850538,8
A1,oblique_1,1,21664,4,32,11,"[1, 1, 4, 4, 15, 2, 2, 2]",21,0,11,7,1,0,[],[],0,1,4,1,1,4,0,1,0,0,8,3,439,0.0014641590000792348,10
A1,oblique_1,1,21755,8,32,12,"[8, 12, 8, 8, 15, 2, 2, 2]",20,0,12,6,1,0,[],[],0,2,5,2,1,5,0,1,0,0,6,0,332,0.0015903579999303474,12
A1,oblique_1,1,21760,1,32,8,"[1, 1, 1, 1, 2, 2, 2, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,162,0.0004810730001736374,9
A1,oblique_1,1,28866,1,32,8,"[4, 1, 1, 8, 1, 1, 8, 2]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,173,0.0005995799999709561,13
A1,oblique_1,1,32768,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,161,0.0004661400000713911,9
A1,oblique_1,1,33330,1,32,8,"[4, 1, 8, 1, 4, 1, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,181,0.0009982190001665003,14
A1,oblique_1,1,33604,1,32,8,"[1, 2, 1, 2, 8, 1, 1, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,168,0.0005253889999039529,11
A1,oblique_1,1,35587,2,32,9,"[8, 1, 1, 1, 8, 12, 1, 4]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,218,0.0008005820000107633,11
A1,oblique_1,1,37993,8,32,12,"[2, 12, 4, 2, 15, 2, 2, 4]",20,0,12,6,1,0,[],[],0,2,5,2,1,5,0,1,0,0,6,0,319,0.0014546140000675223,10
A1,oblique_1,1,39072,16,32,13,"[1, 1, 4, 12, 15, 12, 2, 4]",19,0,13,5,1,0,[],[],0,3,6,3,1,6,0,1,0,0,7,0,369,0.0020136729999649106,10
A1,oblique_1,1,42168,16,32,13,"[1, 12, 8, 12, 15, 2, 4, 4]",19,0,13,5,1,0,[],[],0,3,6,3,1,6,0,1,0,0,7,0,384,0.002042176000031759,12
A1,oblique_1,1,43050,44,32,15,"[4, 12, 4, 13, 15, 12, 4, 4]",17,0,15,4,0,1,[3],[3],3,4,12,4,2,8,0,2,0,4,13,0,691,0.003955167999947662,13
A1,oblique_1,1,43051,42,32,15,"[8, 12, 4, 13, 15, 12, 4, 4]",17,0,15,4,0,1,[4],[4],4,4,15,4,2,7,0,3,0,8,16,0,854,0.00514733799991518,14
A1,oblique_1,1,43093,8,32,12,"[2, 2, 2, 2, 15, 12, 4, 4]",20,0,12,6,1,0,[],[],0,2,5,2,1,5,0,1,0,0,6,0,333,0.0016663409999182477,11
A1,oblique_1,1,44303,1,32,8,"[8, 8, 1, 1, 2, 8, 4, 4]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,178,0.0005957040000339475,15
A1,oblique_1,1,47146,44,32,15,"[4, 12, 4, 13, 15, 12, 8, 4]",17,0,15,4,0,1,[3],[3],3,4,12,4,2,8,0,2,0,4,13,0,691,0.004735779000156981,13
A1,oblique_1,1,49152,1,32,8,"[1, 1, 1, 1, 1, 1, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,161,0.00045097699990037654,9
A1,oblique_1,1,49265,4,32,11,"[2, 1, 8, 2, 15, 1, 1, 8]",21,0,11,7,1,0,[],[],0,1,4,1,1,4,0,1,0,0,8,3,419,0.0013411929999165295,11
A1,oblique_1,1,50749,1,32,8,"[2, 8, 8, 1, 4, 2, 1, 8]",24,0,8,8,0,0,[],[],0,0,1,0,0,1,0,1,0,0,3,1,183,0.0006637970000156201,14
A1,oblique_1,1,57419,4,32,10,"[8, 12, 1, 2, 9, 1, 4, 8]",22,0,10,6,0,0,[],[],0,1,2,2,1,2,0,1,0,0,4,1,218,0.0008028550000744872,11
A1,oblique_1,1,57460,4,32,11,"[1, 2, 8, 2, 15, 1, 4, 8]",21,0,11,7,1,0,[],[],0,1,4,1,1,4,0,1,0,0,8,3,422,0.0014768280000225786,11
A1,oblique_1,1,57872,2,32,9,"[1, 1, 2, 1, 12, 1, 4, 8]",23,0,9,7,0,0,[],[],0,1,2,1,0,2,0,1,0,0,4,1,219,0.0007597499998155399,10
